region,Year,number_of_days
p4,2050,1
p4,2057,2
p4,2069,2
p4,2070,1
p4,2076,1
p23,2020,1
p23,2021,2
p23,2022,6
p23,2023,9
p23,2024,2
p23,2025,8
p23,2029,6
p23,2030,8
p23,2033,1
p23,2034,3
p23,2036,4
p23,2037,3
p23,2046,1
p23,2051,1
p23,2054,1
p23,2056,1
p23,2059,1
p23,2062,2
p23,2063,6
p23,2065,1
p23,2069,3
p23,2070,4
p23,2076,1
p14,2020,3
p14,2022,1
p14,2023,4
p14,2025,2
p14,2029,4
p14,2030,8
p14,2036,2
p14,2038,1
p14,2044,2
p14,2069,2
p14,2070,4
p90,2022,4
p90,2023,4
p90,2025,3
p90,2026,1
p90,2029,2
p90,2033,1
p90,2034,1
p90,2036,2
p90,2043,1
p90,2054,3
p90,2055,1
p90,2058,1
p90,2062,1
p90,2063,2
p90,2065,2
p90,2069,2
Illinois,2022,6
Illinois,2023,4
p109,2020,2
p109,2021,2
p109,2022,5
p109,2023,4
p109,2024,3
p109,2025,3
p109,2026,1
p109,2028,2
p109,2029,3
p109,2034,6
p109,2035,1
p109,2036,1
p109,2037,1
p109,2040,1
p109,2044,1
p109,2049,1
p109,2054,5
p109,2055,5
p109,2059,1
p109,2062,3
p109,2063,2
p109,2064,1
p109,2065,2
p109,2069,2
p109,2074,2
p109,2095,2
p41,2021,1
p41,2022,6
p41,2023,8
p41,2025,3
p41,2029,2
p41,2036,4
p41,2050,1
p41,2062,1
p41,2063,3
p8,2022,1
p8,2023,2
p8,2028,1
p8,2029,4
p8,2030,4
p8,2038,1
p8,2053,1
p8,2069,2
p8,2070,3
p76,2022,6
p76,2024,2
p76,2025,2
p76,2034,2
p76,2036,5
p76,2059,1
p76,2062,1
p76,2074,1
p76,2076,2
Nebraska,2020,1
Nebraska,2021,1
Nebraska,2022,8
Nebraska,2023,11
p18,2020,3
p18,2021,1
p18,2022,1
p18,2023,6
p18,2025,3
p18,2029,5
p18,2030,7
p18,2036,2
p18,2048,2
p18,2054,1
p18,2059,1
p18,2063,4
p18,2069,3
p18,2070,2
Utah,2022,1
Indiana,2021,1
Indiana,2022,5
Indiana,2023,3
Pennsylvania,2020,1
Pennsylvania,2021,1
Pennsylvania,2022,3
Pennsylvania,2023,2
p98,2020,6
p98,2021,3
p98,2022,5
p98,2023,2
p98,2024,1
p98,2025,4
p98,2026,1
p98,2029,4
p98,2034,2
p98,2035,1
p98,2036,3
p98,2037,1
p98,2040,1
p98,2049,1
p98,2054,3
p98,2055,3
p98,2057,2
p98,2058,3
p98,2060,1
p98,2062,3
p98,2063,2
p98,2065,2
p98,2069,1
p98,2074,2
p98,2076,1
p98,2095,1
p72,2021,1
p72,2022,6
p72,2023,4
p72,2025,2
p72,2029,4
p72,2034,2
p72,2036,2
p72,2037,1
p72,2039,2
p72,2040,1
p72,2051,1
p72,2054,2
p72,2059,1
p72,2062,1
p72,2063,2
p72,2065,1
p72,2069,2
p72,2094,1
p45,2021,1
p45,2022,6
p45,2023,6
p45,2024,1
p45,2025,3
p45,2034,1
p45,2036,4
p45,2049,1
p45,2050,1
p45,2063,2
p91,2022,2
p91,2023,3
p91,2025,3
p91,2026,1
p91,2029,2
p91,2036,2
p91,2054,1
p91,2055,1
p91,2062,1
p91,2063,2
p91,2065,1
p91,2069,2
p5,2020,4
p5,2022,1
p5,2023,5
p5,2025,2
p5,2029,4
p5,2030,7
p5,2036,1
p5,2038,2
p5,2053,1
p5,2063,3
p5,2069,3
p5,2070,4
p22,2020,3
p22,2021,2
p22,2022,5
p22,2023,8
p22,2024,1
p22,2025,8
p22,2029,6
p22,2030,8
p22,2033,1
p22,2034,2
p22,2036,3
p22,2037,3
p22,2046,2
p22,2048,2
p22,2051,1
p22,2053,1
p22,2054,1
p22,2056,1
p22,2061,1
p22,2063,6
p22,2069,5
p22,2070,5
p22,2076,1
p15,2020,2
p15,2022,3
p15,2023,4
p15,2025,3
p15,2029,4
p15,2030,7
p15,2036,3
p15,2038,1
p15,2057,2
p15,2063,1
p15,2070,5
Kentucky,2020,3
Kentucky,2021,3
Kentucky,2022,4
Kentucky,2023,4
p133,2020,2
p133,2021,5
p133,2022,2
p133,2028,1
p133,2034,2
p133,2035,1
p133,2036,1
p133,2044,2
p133,2051,1
p133,2054,1
p133,2055,4
p133,2056,1
p133,2058,1
p133,2061,1
p104,2021,1
p104,2022,4
p104,2024,1
p104,2034,3
p104,2039,1
p104,2051,1
p104,2055,1
p104,2062,1
p95,2020,1
p95,2021,1
p95,2022,3
p95,2023,3
p95,2025,4
p95,2026,1
p95,2029,2
p95,2031,1
p95,2033,1
p95,2034,2
p95,2036,2
p95,2043,1
p95,2049,1
p95,2054,2
p95,2055,2
p95,2060,1
p95,2062,2
p95,2063,3
p95,2065,2
p95,2066,1
p95,2074,2
Vermont,2020,2
Vermont,2021,5
Vermont,2022,4
Vermont,2023,1
p11,2025,1
p11,2027,6
p11,2028,2
p11,2029,2
p11,2030,6
p11,2047,2
p11,2053,1
p11,2069,1
p11,2070,3
p26,2022,1
p26,2024,1
p26,2025,2
p26,2029,3
p26,2030,5
p26,2051,1
p26,2053,1
p26,2069,2
p26,2070,2
p1,2020,3
p1,2022,1
p1,2023,5
p1,2025,8
p1,2029,4
p1,2030,8
p1,2036,1
p1,2038,2
p1,2044,2
p1,2048,1
p1,2050,2
p1,2060,1
p1,2063,3
p1,2069,3
p1,2070,4
p48,2023,1
p48,2029,2
p48,2051,1
p100,2020,1
p100,2021,1
p100,2022,5
p100,2023,3
p100,2024,2
p100,2025,2
p100,2028,1
p100,2029,1
p100,2033,2
p100,2034,4
p100,2035,1
p100,2036,2
p100,2054,1
p100,2055,4
p100,2059,1
p100,2062,3
p100,2063,1
p100,2065,2
p100,2074,1
p100,2094,1
Louisiana,2020,1
Louisiana,2022,4
Louisiana,2023,6
South Carolina,2020,1
South Carolina,2022,3
South Carolina,2023,3
p73,2020,2
p73,2021,1
p73,2022,5
p73,2023,5
p73,2025,3
p73,2026,1
p73,2029,4
p73,2034,2
p73,2036,3
p73,2037,2
p73,2039,1
p73,2040,2
p73,2041,1
p73,2051,1
p73,2054,2
p73,2058,1
p73,2059,1
p73,2062,3
p73,2063,3
p73,2065,1
p73,2069,2
p73,2076,1
p73,2094,1
p44,2021,1
p44,2022,5
p44,2023,6
p44,2024,1
p44,2025,2
p44,2026,1
p44,2028,2
p44,2029,1
p44,2034,4
p44,2036,6
p44,2049,1
p44,2054,1
p44,2059,1
p44,2063,1
p44,2076,2
p99,2020,1
p99,2021,2
p99,2022,5
p99,2023,2
p99,2024,2
p99,2025,3
p99,2027,3
p99,2029,1
p99,2033,1
p99,2034,3
p99,2036,4
p99,2037,1
p99,2040,1
p99,2054,2
p99,2055,3
p99,2057,1
p99,2058,3
p99,2062,2
p99,2063,1
p99,2065,1
p99,2074,1
p99,2076,1
Iowa,2022,3
Iowa,2023,5
New York,2020,2
New York,2021,5
New York,2022,5
Missouri,2021,1
Missouri,2022,4
Missouri,2023,6
p40,2020,1
p40,2021,1
p40,2022,6
p40,2023,9
p40,2024,3
p40,2025,5
p40,2028,1
p40,2029,4
p40,2030,3
p40,2034,1
p40,2036,5
p40,2050,2
p40,2062,1
p40,2063,5
p40,2069,1
p40,2070,2
p40,2076,2
p9,2027,1
p9,2029,4
p9,2030,7
p9,2037,1
p9,2038,3
p9,2047,1
p9,2049,1
p9,2053,1
p9,2069,3
p9,2070,3
p77,2022,6
p77,2023,2
p77,2024,1
p77,2025,1
p77,2034,2
p77,2036,5
p77,2059,2
p77,2062,1
p77,2076,2
p19,2020,2
p19,2022,11
p19,2023,4
p19,2024,1
p19,2025,11
p19,2029,6
p19,2030,3
p19,2034,3
p19,2036,7
p19,2037,6
p19,2044,1
p19,2045,3
p19,2048,1
p19,2054,1
p19,2059,1
p19,2062,2
p19,2063,3
p19,2065,1
p19,2069,1
p19,2076,3
Wisconsin,2022,6
Wisconsin,2023,3
West Virginia,2020,1
West Virginia,2021,2
West Virginia,2022,4
West Virginia,2023,3
p108,2020,2
p108,2021,2
p108,2022,4
p108,2023,4
p108,2024,3
p108,2025,6
p108,2026,1
p108,2028,1
p108,2029,4
p108,2034,5
p108,2036,1
p108,2037,1
p108,2039,1
p108,2040,2
p108,2044,2
p108,2049,1
p108,2054,4
p108,2055,4
p108,2059,1
p108,2062,3
p108,2063,2
p108,2064,1
p108,2065,2
p108,2069,3
p108,2074,2
p116,2021,1
p116,2022,5
p116,2023,3
p116,2024,1
p116,2025,2
p116,2028,1
p116,2029,2
p116,2033,1
p116,2034,5
p116,2036,2
p116,2054,3
p116,2055,2
p116,2059,1
p116,2062,3
p116,2063,1
p116,2065,2
p116,2074,1
p121,2020,1
p121,2021,1
p121,2022,6
p121,2023,2
p121,2024,2
p121,2025,3
p121,2027,1
p121,2029,1
p121,2033,2
p121,2034,5
p121,2036,2
p121,2054,1
p121,2055,3
p121,2059,1
p121,2062,3
p121,2065,1
p121,2074,1
p83,2022,6
p83,2023,2
p83,2025,1
p83,2029,2
p83,2034,2
p83,2037,1
p83,2039,1
p83,2054,2
p83,2059,1
p83,2065,1
p30,2025,2
p30,2027,5
p30,2028,1
p30,2030,3
p30,2046,1
p30,2047,1
p30,2051,3
p30,2053,2
p30,2065,1
p30,2067,1
p30,2070,1
p30,2091,1
p69,2022,3
p69,2024,1
p69,2036,5
p69,2062,1
p69,2076,2
p125,2020,1
p125,2021,3
p125,2022,3
p125,2023,2
p125,2024,1
p125,2025,1
p125,2027,3
p125,2034,2
p125,2036,2
p125,2040,1
p125,2045,1
p125,2054,1
p125,2055,2
p125,2058,1
p125,2062,2
p125,2065,1
p125,2067,1
p125,2076,1
p112,2022,5
p112,2023,1
p112,2024,1
p112,2025,2
p112,2029,2
p112,2034,2
p112,2039,1
p112,2054,3
p112,2062,1
p112,2074,1
p87,2022,3
p87,2023,5
p87,2025,3
p87,2029,3
p87,2034,1
p87,2036,3
p87,2050,1
p87,2054,2
p87,2055,1
p87,2058,3
p87,2062,1
p87,2063,1
p87,2065,2
p87,2069,3
p87,2076,1
p34,2022,2
p34,2023,1
p34,2024,1
p34,2025,3
p34,2029,3
p34,2030,3
p34,2036,1
p34,2051,4
p34,2054,1
p34,2062,1
p34,2063,1
p34,2065,2
p34,2070,2
p34,2091,1
p129,2020,2
p129,2021,4
p129,2022,2
p129,2027,2
p129,2028,1
p129,2029,1
p129,2033,2
p129,2034,3
p129,2035,1
p129,2039,1
p129,2043,1
p129,2044,2
p129,2051,1
p129,2074,1
p56,2021,1
p56,2022,4
p56,2023,6
p56,2025,4
p56,2026,1
p56,2028,1
p56,2029,3
p56,2034,1
p56,2036,6
p56,2037,3
p56,2040,2
p56,2050,2
p56,2051,2
p56,2054,2
p56,2058,3
p56,2061,1
p56,2062,2
p56,2063,4
p56,2065,2
p56,2069,2
p56,2076,3
p56,2094,1
p61,2022,1
p61,2023,2
p61,2025,2
p61,2029,2
p61,2051,3
p61,2069,2
p38,2022,8
p38,2023,7
p38,2024,2
p38,2025,5
p38,2028,2
p38,2029,3
p38,2030,3
p38,2034,2
p38,2036,7
p38,2037,2
p38,2049,1
p38,2059,2
p38,2062,1
p38,2063,3
p38,2076,2
Rhode Island,2020,2
Rhode Island,2021,5
Rhode Island,2022,4
Rhode Island,2023,1
Montana,2020,5
Montana,2021,1
Montana,2022,8
Montana,2023,8
p65,2022,1
p65,2023,3
p65,2025,1
p65,2029,3
p65,2051,2
p65,2062,1
p65,2063,1
p65,2069,3
p52,2022,2
p52,2023,5
p52,2024,2
p52,2028,1
p52,2029,4
p52,2030,3
p52,2036,2
p52,2063,1
p52,2069,1
p52,2070,2
Georgia,2020,1
Georgia,2021,1
Georgia,2022,5
Georgia,2023,3
North Carolina,2020,4
North Carolina,2021,3
North Carolina,2022,4
North Carolina,2023,3
Oregon,2020,3
Oregon,2022,1
Oregon,2023,4
p42,2022,5
p42,2023,2
p42,2024,1
p42,2025,3
p42,2029,2
p42,2034,3
p42,2036,6
p42,2044,1
p42,2059,1
p42,2076,1
p75,2022,4
p75,2024,1
p75,2025,1
p75,2034,2
p75,2036,4
p75,2059,1
p75,2062,1
p28,2025,2
p28,2027,3
p28,2028,2
p28,2030,6
p28,2047,2
p28,2051,2
p28,2053,2
p28,2070,1
p71,2021,1
p71,2022,7
p71,2023,4
p71,2025,2
p71,2028,1
p71,2029,3
p71,2036,3
p71,2037,1
p71,2039,2
p71,2040,2
p71,2051,1
p71,2054,2
p71,2059,1
p71,2062,1
p71,2063,2
p71,2065,1
p46,2022,6
p46,2023,3
p46,2024,1
p46,2034,2
p46,2036,5
p46,2054,1
p46,2059,1
p46,2062,1
p46,2076,1
p102,2020,1
p102,2021,2
p102,2022,1
p102,2023,1
p102,2025,1
p102,2026,1
p102,2029,2
p102,2050,1
p102,2065,1
p102,2066,1
p102,2069,2
Virginia,2020,2
Virginia,2021,2
Virginia,2022,6
Virginia,2023,3
p97,2020,2
p97,2021,2
p97,2022,4
p97,2023,3
p97,2025,4
p97,2026,1
p97,2027,1
p97,2029,2
p97,2033,1
p97,2034,2
p97,2036,2
p97,2043,1
p97,2049,1
p97,2054,2
p97,2055,4
p97,2057,2
p97,2060,1
p97,2062,3
p97,2063,3
p97,2065,2
p97,2066,1
p97,2074,2
p97,2076,1
p97,2094,1
p13,2022,1
p13,2025,2
p13,2027,2
p13,2028,1
p13,2029,2
p13,2030,6
p13,2047,2
p13,2051,1
p13,2053,1
p13,2069,2
p13,2070,3
p24,2020,3
p24,2021,2
p24,2022,4
p24,2023,8
p24,2024,2
p24,2025,6
p24,2026,1
p24,2029,9
p24,2030,6
p24,2033,1
p24,2036,2
p24,2037,2
p24,2038,2
p24,2043,1
p24,2046,1
p24,2049,2
p24,2051,2
p24,2053,2
p24,2054,4
p24,2056,1
p24,2057,1
p24,2062,2
p24,2063,4
p24,2064,1
p24,2065,2
p24,2069,5
p24,2070,4
p24,2076,1
p24,2086,1
p3,2020,3
p3,2022,2
p3,2023,3
p3,2025,10
p3,2029,4
p3,2030,7
p3,2033,2
p3,2036,6
p3,2044,3
p3,2048,1
p3,2050,1
p3,2051,1
p3,2056,1
p3,2062,1
p3,2065,1
p3,2069,2
p3,2070,3
p3,2076,1
Alabama,2022,3
Alabama,2023,3
Massachusetts,2020,2
Massachusetts,2021,4
Massachusetts,2022,4
Nevada,2022,2
p131,2020,2
p131,2021,4
p131,2022,1
p131,2028,1
p131,2034,1
p131,2035,2
p131,2044,1
p131,2051,1
p131,2054,1
p131,2055,4
p131,2056,1
p131,2058,1
p106,2021,1
p106,2022,5
p106,2023,3
p106,2024,1
p106,2025,2
p106,2029,2
p106,2034,2
p106,2039,3
p106,2054,4
p106,2062,1
p106,2069,1
p106,2074,1
p93,2020,2
p93,2021,2
p93,2022,4
p93,2023,4
p93,2024,3
p93,2025,8
p93,2026,1
p93,2028,1
p93,2029,3
p93,2034,5
p93,2036,3
p93,2040,1
p93,2043,1
p93,2044,2
p93,2048,1
p93,2049,1
p93,2054,5
p93,2055,4
p93,2058,1
p93,2062,3
p93,2063,2
p93,2064,1
p93,2065,2
p93,2069,3
p93,2074,1
Tennessee,2020,2
Tennessee,2021,2
Tennessee,2022,3
Tennessee,2023,4
p7,2020,3
p7,2022,3
p7,2023,4
p7,2025,2
p7,2029,5
p7,2030,7
p7,2038,1
p7,2053,1
p7,2057,2
p7,2070,4
p79,2022,3
p79,2025,1
p79,2034,2
p79,2036,1
p79,2049,1
p79,2051,1
p79,2059,1
p79,2062,1
p20,2020,4
p20,2021,1
p20,2022,8
p20,2023,10
p20,2024,2
p20,2025,9
p20,2028,1
p20,2029,10
p20,2030,7
p20,2031,1
p20,2032,1
p20,2033,1
p20,2034,3
p20,2036,6
p20,2037,4
p20,2038,1
p20,2044,2
p20,2045,2
p20,2048,1
p20,2053,3
p20,2054,2
p20,2056,1
p20,2057,1
p20,2058,1
p20,2059,1
p20,2062,3
p20,2063,5
p20,2065,4
p20,2069,5
p20,2070,4
p20,2076,3
p20,2093,1
p20,2099,1
p17,2020,4
p17,2021,1
p17,2022,1
p17,2023,5
p17,2025,4
p17,2029,4
p17,2030,8
p17,2036,1
p17,2038,2
p17,2044,1
p17,2046,1
p17,2048,1
p17,2054,2
p17,2063,2
p17,2069,4
p17,2070,6
p67,2022,2
p67,2023,4
p67,2025,2
p67,2029,3
p67,2036,3
p67,2050,2
p67,2054,3
p67,2058,3
p67,2062,1
p67,2063,1
p67,2065,1
p67,2069,3
p67,2098,1
p50,2021,1
p50,2022,2
p50,2023,5
p50,2024,1
p50,2025,1
p50,2028,1
p50,2029,2
p50,2036,3
p50,2051,3
p50,2054,1
p50,2062,1
p50,2063,3
p50,2069,2
p50,2091,1
p118,2020,2
p118,2021,3
p118,2022,5
p118,2023,3
p118,2024,1
p118,2025,4
p118,2026,1
p118,2027,1
p118,2029,4
p118,2033,1
p118,2034,4
p118,2035,1
p118,2036,2
p118,2037,1
p118,2049,1
p118,2054,3
p118,2055,4
p118,2059,1
p118,2062,3
p118,2063,3
p118,2065,2
p118,2069,2
p118,2074,2
p118,2076,2
p118,2094,1
p118,2095,2
p54,2022,2
p54,2023,2
p54,2025,1
p54,2028,2
p54,2029,2
p54,2036,2
p54,2037,1
p63,2022,2
p63,2023,4
p63,2025,3
p63,2029,3
p63,2036,1
p63,2051,2
p63,2062,1
p63,2063,1
p63,2069,2
p89,2021,1
p89,2022,3
p89,2023,3
p89,2024,1
p89,2025,3
p89,2026,2
p89,2029,3
p89,2033,1
p89,2034,2
p89,2036,2
p89,2043,1
p89,2054,3
p89,2055,1
p89,2062,3
p89,2063,1
p89,2065,2
p89,2069,3
p89,2074,1
p89,2076,2
Michigan,2021,1
Michigan,2022,1
New Hampshire,2020,2
New Hampshire,2021,4
New Hampshire,2022,3
p85,2021,1
p85,2022,4
p85,2023,6
p85,2024,1
p85,2025,5
p85,2028,4
p85,2029,4
p85,2036,4
p85,2040,2
p85,2044,2
p85,2050,1
p85,2054,1
p85,2055,1
p85,2058,2
p85,2062,2
p85,2063,2
p85,2065,3
p85,2069,2
p85,2076,1
New Jersey,2020,3
New Jersey,2021,4
New Jersey,2022,4
New Jersey,2023,2
p58,2020,1
p58,2022,4
p58,2023,5
p58,2024,1
p58,2025,5
p58,2028,1
p58,2029,3
p58,2036,4
p58,2050,3
p58,2054,4
p58,2055,1
p58,2058,3
p58,2062,1
p58,2063,2
p58,2065,1
p58,2069,3
p58,2076,1
p58,2098,1
p36,2022,8
p36,2023,3
p36,2025,6
p36,2029,3
p36,2030,1
p36,2034,3
p36,2036,5
p36,2037,1
p36,2044,1
p36,2059,1
p36,2062,1
p36,2063,1
Mississippi,2022,3
Mississippi,2023,5
North Dakota,2020,1
North Dakota,2022,8
North Dakota,2023,5
p127,2020,2
p127,2021,4
p127,2022,5
p127,2024,3
p127,2025,1
p127,2027,2
p127,2028,1
p127,2034,5
p127,2035,2
p127,2045,1
p127,2047,1
p127,2051,1
p127,2054,1
p127,2055,4
p127,2056,1
p127,2058,1
p110,2020,4
p110,2021,3
p110,2022,4
p110,2023,3
p110,2024,3
p110,2025,5
p110,2026,1
p110,2028,2
p110,2029,4
p110,2033,1
p110,2034,6
p110,2035,1
p110,2036,2
p110,2037,1
p110,2049,1
p110,2054,5
p110,2055,5
p110,2059,1
p110,2060,1
p110,2062,3
p110,2063,3
p110,2064,1
p110,2065,2
p110,2069,2
p110,2074,2
p110,2076,1
p110,2094,1
p110,2095,2
p81,2021,1
p81,2022,6
p81,2023,4
p81,2024,2
p81,2025,2
p81,2029,2
p81,2034,3
p81,2036,2
p81,2037,2
p81,2039,2
p81,2040,1
p81,2054,2
p81,2059,1
p81,2062,2
p81,2063,2
p81,2065,1
p81,2069,2
p32,2021,1
p32,2022,8
p32,2023,7
p32,2025,5
p32,2026,1
p32,2029,8
p32,2030,6
p32,2033,1
p32,2034,3
p32,2036,7
p32,2037,3
p32,2038,1
p32,2046,2
p32,2050,2
p32,2051,1
p32,2054,3
p32,2056,1
p32,2057,1
p32,2058,1
p32,2059,1
p32,2062,2
p32,2063,5
p32,2069,5
p32,2070,4
p32,2074,1
p32,2076,3
Texas,2021,1
Texas,2022,1
Texas,2023,5
p114,2022,4
p114,2023,1
p114,2024,1
p114,2025,2
p114,2029,2
p114,2034,2
p114,2044,1
p114,2054,2
p114,2062,1
p114,2074,1
p123,2020,1
p123,2021,1
p123,2022,4
p123,2023,2
p123,2024,3
p123,2025,2
p123,2027,4
p123,2033,1
p123,2034,3
p123,2036,3
p123,2045,1
p123,2054,2
p123,2055,2
p123,2058,1
p123,2059,1
p123,2062,2
p123,2065,1
p123,2074,1
p123,2076,1
Washington,2020,4
Washington,2022,2
Washington,2023,4
p88,2022,3
p88,2023,4
p88,2024,1
p88,2025,3
p88,2026,1
p88,2029,3
p88,2034,1
p88,2036,3
p88,2054,2
p88,2055,1
p88,2062,3
p88,2063,1
p88,2065,2
p88,2069,3
p55,2021,1
p55,2022,2
p55,2023,5
p55,2025,3
p55,2029,3
p55,2036,3
p55,2040,2
p55,2051,2
p55,2054,1
p55,2062,2
p55,2063,3
p55,2065,1
p55,2069,2
p62,2022,1
p62,2023,2
p62,2025,2
p62,2029,2
p62,2036,1
p62,2037,1
p62,2051,3
p62,2063,1
p62,2069,2
Connecticut,2020,2
Connecticut,2021,4
Connecticut,2022,3
Connecticut,2023,2
p119,2020,1
p119,2021,1
p119,2022,3
p119,2024,1
p119,2025,1
p119,2034,3
p119,2054,1
p119,2055,2
p119,2062,1
p119,2065,1
p119,2074,1
p66,2020,1
p66,2021,1
p66,2022,3
p66,2023,6
p66,2024,1
p66,2025,4
p66,2029,5
p66,2030,1
p66,2036,6
p66,2050,3
p66,2051,1
p66,2054,6
p66,2055,1
p66,2057,1
p66,2058,5
p66,2062,3
p66,2063,4
p66,2065,1
p66,2069,3
p66,2076,2
p66,2094,1
p66,2098,1
p51,2022,2
p51,2023,4
p51,2025,1
p51,2029,2
p51,2036,3
p51,2051,2
p51,2069,1
p51,2091,1
p115,2021,1
p115,2022,3
p115,2024,1
p115,2025,2
p115,2034,3
p115,2054,2
p115,2055,2
p115,2062,1
p115,2065,1
