region,Year,number_of_days
Kentucky,2065,2
Kentucky,2069,3
Kentucky,2074,3
Kentucky,2076,1
Kentucky,2089,1
Kentucky,2094,2
Kentucky,2095,3
Illinois,2022,6
Illinois,2023,4
Illinois,2024,2
Illinois,2025,2
Illinois,2029,2
Illinois,2034,3
Illinois,2036,2
Illinois,2037,1
Illinois,2039,2
Illinois,2040,1
Illinois,2054,2
Illinois,2059,1
Illinois,2062,2
Illinois,2063,1
Illinois,2065,1
Illinois,2069,2
Illinois,2074,2
Illinois,2079,1
Nevada,2022,2
Nevada,2025,1
Nevada,2027,1
Nevada,2028,4
Nevada,2029,4
Nevada,2030,7
Nevada,2038,3
Nevada,2047,3
Nevada,2053,4
Nevada,2062,1
Nevada,2068,1
Nevada,2069,4
Nevada,2070,6
Nevada,2093,1
p49,2022,2
p49,2023,3
p49,2024,2
p49,2025,2
p49,2028,1
p49,2029,4
p49,2030,4
p49,2031,1
p49,2036,2
p49,2051,1
p49,2062,1
p49,2063,2
p49,2068,1
p49,2069,1
p49,2070,1
p49,2076,1
p79,2022,2
p79,2023,1
p79,2024,1
p79,2025,1
p79,2034,2
p79,2036,1
p79,2049,1
p79,2051,1
p79,2059,2
p79,2062,1
p69,2022,3
p69,2023,3
p69,2024,1
p69,2036,5
p69,2062,1
p69,2076,2
p28,2025,3
p28,2027,3
p28,2028,4
p28,2030,8
p28,2042,1
p28,2047,2
p28,2051,4
p28,2053,3
p28,2065,1
p28,2067,1
p28,2070,4
p28,2087,1
p28,2091,1
p80,2021,1
p80,2022,6
p80,2023,2
p80,2024,2
p80,2025,1
p80,2034,4
p80,2036,2
p80,2037,1
p80,2039,2
p80,2049,1
p80,2051,1
p80,2054,1
p80,2059,2
p80,2062,2
p80,2063,1
p80,2065,1
p80,2074,1
p80,2079,1
p97,2020,4
p97,2021,3
p97,2022,4
p97,2023,3
p97,2025,5
p97,2026,1
p97,2027,2
p97,2029,3
p97,2031,1
p97,2033,1
p97,2034,2
p97,2036,2
p97,2037,1
p97,2043,1
p97,2049,3
p97,2054,2
p97,2055,3
p97,2057,2
p97,2060,1
p97,2062,3
p97,2063,3
p97,2065,2
p97,2066,1
p97,2069,2
p97,2074,2
p97,2076,1
p97,2083,1
p97,2094,1
p97,2095,2
p97,2097,1
p120,2020,1
p120,2021,1
p120,2022,7
p120,2023,3
p120,2024,2
p120,2025,3
p120,2026,1
p120,2027,3
p120,2028,1
p120,2029,3
p120,2033,3
p120,2034,5
p120,2036,3
p120,2054,2
p120,2055,3
p120,2056,1
p120,2059,1
p120,2062,3
p120,2064,1
p120,2065,1
p120,2074,2
p120,2094,1
p120,2095,1
p38,2022,8
p38,2023,10
p38,2024,2
p38,2025,5
p38,2028,2
p38,2029,3
p38,2030,3
p38,2033,1
p38,2034,3
p38,2036,8
p38,2037,2
p38,2040,2
p38,2049,1
p38,2056,1
p38,2059,2
p38,2062,1
p38,2063,4
p38,2069,2
p38,2070,1
p38,2074,1
p38,2076,5
California,2027,2
California,2028,3
California,2029,4
California,2030,7
California,2038,2
California,2047,2
California,2053,4
California,2058,1
California,2069,3
California,2070,6
p87,2022,3
p87,2023,5
p87,2024,1
p87,2025,3
p87,2029,3
p87,2034,1
p87,2036,4
p87,2043,1
p87,2050,2
p87,2054,1
p87,2055,1
p87,2058,4
p87,2062,2
p87,2063,3
p87,2065,2
p87,2069,3
p87,2076,3
p87,2094,1
p87,2098,1
p90,2022,3
p90,2023,5
p90,2025,4
p90,2026,1
p90,2029,3
p90,2033,1
p90,2034,1
p90,2036,2
p90,2043,1
p90,2054,1
p90,2055,1
p90,2058,1
p90,2062,1
p90,2063,2
p90,2065,2
p90,2069,2
p90,2076,2
p90,2094,1
p127,2020,2
p127,2021,5
p127,2022,5
p127,2024,4
p127,2025,1
p127,2026,1
p127,2027,4
p127,2028,2
p127,2029,1
p127,2030,1
p127,2033,1
p127,2034,9
p127,2035,2
p127,2036,2
p127,2040,2
p127,2043,3
p127,2044,3
p127,2045,3
p127,2047,1
p127,2051,1
p127,2054,1
p127,2055,4
p127,2056,1
p127,2058,1
p127,2060,1
p127,2061,1
p127,2062,1
p127,2098,1
p130,2020,2
p130,2021,4
p130,2022,3
p130,2028,1
p130,2034,4
p130,2035,2
p130,2043,7
p130,2044,3
p130,2047,1
p130,2051,1
p130,2055,2
p130,2056,1
p130,2058,1
p130,2060,1
p130,2061,1
p130,2074,1
p130,2095,1
Washington,2020,4
Washington,2022,2
Washington,2023,4
Washington,2025,9
Washington,2029,3
Washington,2030,7
Washington,2033,1
Washington,2036,6
Washington,2044,3
Washington,2048,1
Washington,2050,1
Washington,2062,1
Washington,2063,3
Washington,2065,5
Washington,2069,3
Washington,2070,6
Washington,2076,1
p100,2020,1
p100,2021,1
p100,2022,6
p100,2023,3
p100,2024,2
p100,2025,3
p100,2027,2
p100,2028,1
p100,2029,2
p100,2033,2
p100,2034,5
p100,2035,1
p100,2036,2
p100,2054,1
p100,2055,4
p100,2059,1
p100,2062,4
p100,2063,2
p100,2064,1
p100,2065,2
p100,2069,1
p100,2074,2
p100,2076,2
p100,2094,1
p100,2095,1
p117,2020,3
p117,2021,2
p117,2022,3
p117,2023,3
p117,2024,2
p117,2025,2
p117,2026,1
p117,2028,1
p117,2029,4
p117,2033,1
p117,2034,4
p117,2035,1
p117,2036,2
p117,2037,1
p117,2049,1
p117,2054,4
p117,2055,4
p117,2059,1
p117,2060,1
p117,2062,3
p117,2063,2
p117,2064,1
p117,2065,2
p117,2069,2
p117,2074,3
p117,2094,1
p117,2095,2
p107,2021,1
p107,2022,5
p107,2023,3
p107,2024,2
p107,2025,2
p107,2029,3
p107,2034,4
p107,2037,1
p107,2039,1
p107,2040,1
p107,2044,3
p107,2054,3
p107,2059,1
p107,2062,3
p107,2063,2
p107,2065,2
p107,2069,2
p107,2074,2
p107,2084,1
p110,2020,4
p110,2021,3
p110,2022,4
p110,2023,4
p110,2024,3
p110,2025,5
p110,2026,1
p110,2028,2
p110,2029,4
p110,2033,1
p110,2034,6
p110,2035,1
p110,2036,2
p110,2037,1
p110,2040,1
p110,2043,1
p110,2047,1
p110,2048,1
p110,2049,2
p110,2054,5
p110,2055,5
p110,2059,2
p110,2060,2
p110,2062,3
p110,2063,3
p110,2064,1
p110,2065,2
p110,2066,1
p110,2069,3
p110,2074,3
p110,2076,2
p110,2094,3
p110,2095,2
p18,2020,2
p18,2021,1
p18,2022,1
p18,2023,7
p18,2025,3
p18,2029,5
p18,2030,7
p18,2036,3
p18,2037,1
p18,2048,2
p18,2053,1
p18,2054,2
p18,2059,1
p18,2063,5
p18,2069,3
p18,2070,7
p18,2076,1
p78,2021,1
p78,2022,6
p78,2023,4
p78,2024,2
p78,2025,2
p78,2028,2
p78,2034,2
p78,2036,5
p78,2039,1
p78,2049,2
p78,2054,2
p78,2059,2
p78,2062,2
p78,2074,1
p78,2076,4
p78,2099,2
p68,2022,4
p68,2023,5
p68,2024,1
p68,2028,2
p68,2034,3
p68,2036,6
p68,2049,1
p68,2059,1
p68,2076,3
p9,2025,1
p9,2028,2
p9,2029,4
p9,2030,7
p9,2037,1
p9,2038,3
p9,2042,1
p9,2047,2
p9,2049,2
p9,2053,3
p9,2069,3
p9,2070,5
p9,2078,1
p58,2020,1
p58,2022,4
p58,2023,5
p58,2024,1
p58,2025,5
p58,2028,1
p58,2029,4
p58,2034,1
p58,2036,6
p58,2043,1
p58,2050,3
p58,2054,4
p58,2055,1
p58,2057,1
p58,2058,4
p58,2062,1
p58,2063,4
p58,2065,2
p58,2069,3
p58,2076,3
p58,2098,2
Kansas,2020,1
Kansas,2021,1
Kansas,2022,4
Kansas,2023,7
Kansas,2024,2
Kansas,2025,5
Kansas,2029,7
Kansas,2030,3
Kansas,2033,1
Kansas,2034,1
Kansas,2036,5
Kansas,2041,1
Kansas,2050,1
Kansas,2051,2
Kansas,2054,2
Kansas,2056,1
Kansas,2061,1
Kansas,2062,2
Kansas,2063,5
Kansas,2069,2
Kansas,2070,3
Kansas,2076,2
p48,2023,1
p48,2029,2
p48,2051,2
p48,2063,1
p48,2069,1
Nebraska,2020,1
Nebraska,2021,1
Nebraska,2022,8
Nebraska,2023,11
Nebraska,2024,3
Nebraska,2025,6
Nebraska,2029,5
Nebraska,2030,4
Nebraska,2033,2
Nebraska,2034,2
Nebraska,2036,5
Nebraska,2037,2
Nebraska,2050,1
Nebraska,2061,1
Nebraska,2062,1
Nebraska,2063,9
Nebraska,2065,1
Nebraska,2069,4
Nebraska,2070,3
Nebraska,2074,1
Nebraska,2076,3
Tennessee,2020,2
Tennessee,2021,2
Tennessee,2022,3
Tennessee,2023,4
Tennessee,2024,1
Tennessee,2025,5
Tennessee,2026,2
Tennessee,2029,4
Tennessee,2034,3
Tennessee,2036,3
Tennessee,2037,2
Tennessee,2040,1
Tennessee,2043,1
Tennessee,2049,1
Tennessee,2054,4
Tennessee,2055,4
Tennessee,2058,1
Tennessee,2060,1
Tennessee,2062,3
Tennessee,2063,3
Tennessee,2064,1
Tennessee,2065,2
Tennessee,2069,3
Tennessee,2074,2
Tennessee,2076,2
Tennessee,2094,1
p65,2022,1
p65,2023,5
p65,2025,1
p65,2029,3
p65,2051,2
p65,2058,1
p65,2062,1
p65,2063,3
p65,2069,3
p72,2020,1
p72,2021,1
p72,2022,6
p72,2023,4
p72,2025,2
p72,2029,5
p72,2030,1
p72,2034,3
p72,2036,3
p72,2037,1
p72,2039,2
p72,2040,1
p72,2051,1
p72,2054,2
p72,2059,1
p72,2062,1
p72,2063,2
p72,2065,1
p72,2069,3
p72,2074,2
p72,2094,2
p62,2022,1
p62,2023,3
p62,2025,2
p62,2029,2
p62,2036,1
p62,2037,1
p62,2051,4
p62,2055,1
p62,2063,2
p62,2069,2
p62,2077,1
p62,2091,3
p75,2022,4
p75,2024,1
p75,2025,1
p75,2034,2
p75,2036,5
p75,2049,1
p75,2059,1
p75,2062,1
p75,2074,1
p75,2076,2
p3,2020,3
p3,2022,2
p3,2023,4
p3,2025,10
p3,2029,4
p3,2030,7
p3,2033,2
p3,2036,6
p3,2044,3
p3,2048,2
p3,2050,1
p3,2051,1
p3,2056,1
p3,2057,1
p3,2062,2
p3,2063,2
p3,2065,4
p3,2069,3
p3,2070,6
p3,2073,1
p3,2076,3
p3,2084,1
p3,2088,1
p45,2021,1
p45,2022,5
p45,2023,7
p45,2024,1
p45,2025,3
p45,2029,2
p45,2034,1
p45,2036,4
p45,2049,1
p45,2050,1
p45,2062,1
p45,2063,2
p45,2076,2
p52,2022,2
p52,2023,6
p52,2024,2
p52,2028,1
p52,2029,2
p52,2030,3
p52,2031,1
p52,2036,2
p52,2056,1
p52,2063,4
p52,2069,2
p52,2070,2
North Dakota,2020,1
North Dakota,2022,8
North Dakota,2023,5
North Dakota,2024,1
North Dakota,2025,7
North Dakota,2029,4
North Dakota,2030,1
North Dakota,2034,5
North Dakota,2036,8
North Dakota,2044,1
North Dakota,2049,1
North Dakota,2059,2
North Dakota,2062,4
North Dakota,2063,1
North Dakota,2065,2
North Dakota,2069,1
North Dakota,2070,1
North Dakota,2074,2
North Dakota,2076,4
p42,2022,4
p42,2023,3
p42,2024,1
p42,2025,3
p42,2029,2
p42,2030,1
p42,2034,6
p42,2036,6
p42,2044,1
p42,2059,2
p42,2062,1
p42,2065,1
p42,2069,1
p42,2074,2
p42,2076,4
p42,2099,1
p55,2021,1
p55,2022,2
p55,2023,6
p55,2025,3
p55,2029,4
p55,2033,1
p55,2034,1
p55,2036,3
p55,2037,1
p55,2039,1
p55,2040,2
p55,2041,1
p55,2051,2
p55,2054,1
p55,2062,2
p55,2063,3
p55,2065,1
p55,2069,3
p55,2076,1
p55,2091,1
p4,2020,5
p4,2022,2
p4,2023,4
p4,2024,1
p4,2025,11
p4,2029,3
p4,2030,6
p4,2033,7
p4,2036,6
p4,2044,3
p4,2048,1
p4,2050,1
p4,2057,3
p4,2062,2
p4,2063,2
p4,2065,7
p4,2069,2
p4,2070,4
p4,2073,2
p4,2076,5
p4,2084,1
Indiana,2021,1
Indiana,2022,5
Indiana,2023,3
Indiana,2024,1
Indiana,2025,2
Indiana,2029,3
Indiana,2034,3
Indiana,2037,1
Indiana,2039,3
Indiana,2040,1
Indiana,2044,1
Indiana,2054,3
Indiana,2059,1
Indiana,2062,3
Indiana,2063,1
Indiana,2065,1
Indiana,2069,1
Indiana,2074,2
Indiana,2079,1
Florida,2020,1
Florida,2021,3
Florida,2022,2
Florida,2023,2
Florida,2025,4
Florida,2026,1
Florida,2029,2
Florida,2031,1
Florida,2035,1
Florida,2036,1
Florida,2040,2
Florida,2043,1
Florida,2048,1
Florida,2050,3
Florida,2054,1
Florida,2058,1
Florida,2060,1
Florida,2061,1
Florida,2062,2
Florida,2063,2
Florida,2065,2
Florida,2066,1
Florida,2069,2
Florida,2076,1
Florida,2083,1
Florida,2090,1
p35,2020,3
p35,2022,10
p35,2023,6
p35,2025,12
p35,2029,5
p35,2030,6
p35,2032,1
p35,2033,1
p35,2034,4
p35,2036,8
p35,2037,6
p35,2044,1
p35,2045,3
p35,2048,1
p35,2050,1
p35,2051,1
p35,2053,2
p35,2056,1
p35,2059,1
p35,2062,5
p35,2063,4
p35,2065,4
p35,2069,5
p35,2070,3
p35,2074,1
p35,2076,4
p22,2020,2
p22,2021,2
p22,2022,5
p22,2023,9
p22,2024,1
p22,2025,8
p22,2029,6
p22,2030,8
p22,2033,1
p22,2034,2
p22,2036,3
p22,2037,3
p22,2038,1
p22,2046,1
p22,2048,2
p22,2051,1
p22,2053,2
p22,2054,1
p22,2056,1
p22,2059,1
p22,2061,1
p22,2062,1
p22,2063,6
p22,2065,4
p22,2069,5
p22,2070,8
p22,2076,1
p22,2077,2
p22,2094,1
Wyoming,2020,1
Wyoming,2021,2
Wyoming,2022,3
Wyoming,2023,8
Wyoming,2024,2
Wyoming,2025,7
Wyoming,2029,5
Wyoming,2030,6
Wyoming,2033,2
Wyoming,2036,2
Wyoming,2037,2
Wyoming,2038,1
Wyoming,2046,2
Wyoming,2051,2
Wyoming,2054,2
Wyoming,2056,1
Wyoming,2061,1
Wyoming,2062,2
Wyoming,2063,6
Wyoming,2064,1
Wyoming,2065,2
Wyoming,2069,4
Wyoming,2070,6
Wyoming,2076,1
Wyoming,2077,1
Wyoming,2094,1
Arizona,2025,1
Arizona,2027,1
Arizona,2028,1
Arizona,2030,4
Arizona,2047,2
Arizona,2051,3
Arizona,2053,2
Arizona,2065,1
Arizona,2070,3
Arizona,2091,1
p32,2021,1
p32,2022,7
p32,2023,10
p32,2025,6
p32,2026,1
p32,2029,8
p32,2030,6
p32,2033,1
p32,2034,5
p32,2036,8
p32,2037,3
p32,2038,1
p32,2046,1
p32,2048,1
p32,2050,2
p32,2051,1
p32,2054,2
p32,2056,2
p32,2057,1
p32,2058,1
p32,2059,2
p32,2062,3
p32,2063,6
p32,2065,2
p32,2069,7
p32,2070,6
p32,2074,1
p32,2076,4
p32,2097,1
p32,2099,1
p25,2022,2
p25,2025,1
p25,2029,3
p25,2030,5
p25,2053,1
p25,2069,1
p25,2070,3
Wisconsin,2022,6
Wisconsin,2023,3
Wisconsin,2024,2
Wisconsin,2025,1
Wisconsin,2034,2
Wisconsin,2036,5
Wisconsin,2049,2
Wisconsin,2054,1
Wisconsin,2059,2
Wisconsin,2062,1
Wisconsin,2074,2
Wisconsin,2076,4
p15,2020,1
p15,2022,3
p15,2023,4
p15,2025,4
p15,2029,5
p15,2030,8
p15,2036,3
p15,2038,3
p15,2057,2
p15,2062,2
p15,2063,2
p15,2069,1
p15,2070,6
p15,2097,2
Idaho,2020,1
Idaho,2022,3
Idaho,2023,4
Idaho,2024,1
Idaho,2025,4
Idaho,2029,5
Idaho,2030,7
Idaho,2036,4
Idaho,2038,4
Idaho,2044,1
Idaho,2050,1
Idaho,2057,1
Idaho,2062,1
Idaho,2063,4
Idaho,2065,1
Idaho,2070,7
Missouri,2021,1
Missouri,2022,4
Missouri,2023,6
Missouri,2025,2
Missouri,2029,4
Missouri,2034,2
Missouri,2036,3
Missouri,2037,1
Missouri,2039,1
Missouri,2040,1
Missouri,2051,1
Missouri,2054,2
Missouri,2062,1
Missouri,2063,2
Missouri,2065,1
Missouri,2069,2
Missouri,2076,1
p12,2022,2
p12,2025,1
p12,2027,1
p12,2028,4
p12,2029,5
p12,2030,8
p12,2033,1
p12,2038,3
p12,2047,1
p12,2053,5
p12,2056,1
p12,2057,1
p12,2062,1
p12,2068,1
p12,2069,4
p12,2070,6
p12,2093,1
Oklahoma,2022,2
Oklahoma,2023,5
Oklahoma,2025,1
Oklahoma,2028,1
Oklahoma,2029,2
Oklahoma,2036,2
Oklahoma,2051,3
Oklahoma,2063,3
Oklahoma,2069,2
Oklahoma,2076,1
Oklahoma,2091,2
p2,2020,4
p2,2022,1
p2,2023,5
p2,2025,7
p2,2029,3
p2,2030,7
p2,2036,5
p2,2038,2
p2,2044,1
p2,2054,1
p2,2060,2
p2,2063,4
p2,2065,4
p2,2069,3
p2,2070,6
p2,2076,1
p44,2021,1
p44,2022,7
p44,2023,6
p44,2024,2
p44,2025,2
p44,2026,1
p44,2028,2
p44,2029,2
p44,2030,1
p44,2034,6
p44,2036,7
p44,2049,1
p44,2050,1
p44,2054,1
p44,2059,1
p44,2062,1
p44,2063,3
p44,2076,4
p53,2020,1
p53,2021,1
p53,2022,3
p53,2023,6
p53,2025,2
p53,2029,2
p53,2036,3
p53,2041,1
p53,2062,1
p53,2063,2
p53,2069,2
Massachusetts,2020,2
Massachusetts,2021,4
Massachusetts,2022,4
Massachusetts,2027,2
Massachusetts,2028,1
Massachusetts,2033,1
Massachusetts,2034,4
Massachusetts,2035,2
Massachusetts,2036,1
Massachusetts,2043,6
Massachusetts,2044,4
Massachusetts,2051,1
Massachusetts,2054,1
Massachusetts,2055,5
Massachusetts,2056,1
Massachusetts,2058,1
Massachusetts,2060,1
Massachusetts,2061,1
Massachusetts,2074,1
Massachusetts,2095,1
Mississippi,2022,3
Mississippi,2023,5
Mississippi,2024,1
Mississippi,2025,3
Mississippi,2029,3
Mississippi,2034,2
Mississippi,2036,4
Mississippi,2040,1
Mississippi,2043,1
Mississippi,2050,1
Mississippi,2054,1
Mississippi,2055,1
Mississippi,2058,2
Mississippi,2062,3
Mississippi,2063,3
Mississippi,2065,2
Mississippi,2069,3
Mississippi,2076,3
Mississippi,2094,1
p43,2022,4
p43,2023,4
p43,2024,1
p43,2030,1
p43,2034,3
p43,2036,6
p43,2049,1
p43,2059,1
p43,2062,1
p43,2063,1
p43,2074,1
p43,2076,4
p54,2022,2
p54,2023,4
p54,2025,2
p54,2029,2
p54,2036,3
p54,2040,1
p54,2062,1
p54,2069,1
p5,2020,3
p5,2022,1
p5,2023,5
p5,2025,5
p5,2029,4
p5,2030,7
p5,2033,1
p5,2035,1
p5,2036,1
p5,2038,2
p5,2051,1
p5,2053,1
p5,2060,2
p5,2063,4
p5,2069,4
p5,2070,5
Minnesota,2022,4
Minnesota,2023,3
Minnesota,2024,1
Minnesota,2025,1
Minnesota,2034,4
Minnesota,2036,6
Minnesota,2049,1
Minnesota,2059,1
Minnesota,2076,3
p64,2022,1
p64,2023,5
p64,2025,2
p64,2029,4
p64,2036,2
p64,2050,1
p64,2051,2
p64,2054,1
p64,2058,1
p64,2062,1
p64,2063,4
p64,2069,4
p64,2076,1
p73,2020,1
p73,2021,1
p73,2022,5
p73,2023,6
p73,2025,3
p73,2026,1
p73,2029,4
p73,2030,1
p73,2033,1
p73,2034,2
p73,2036,3
p73,2037,2
p73,2039,2
p73,2040,3
p73,2041,1
p73,2051,2
p73,2054,2
p73,2058,1
p73,2059,1
p73,2061,1
p73,2062,3
p73,2063,4
p73,2065,1
p73,2069,3
p73,2074,1
p73,2076,2
p73,2094,2
p63,2022,2
p63,2023,5
p63,2025,2
p63,2029,3
p63,2036,2
p63,2051,2
p63,2062,1
p63,2063,1
p63,2069,2
p63,2091,1
Texas,2021,1
Texas,2022,1
Texas,2023,5
Texas,2025,4
Texas,2029,4
Texas,2036,2
Texas,2037,1
Texas,2050,2
Texas,2051,4
Texas,2054,1
Texas,2058,2
Texas,2062,1
Texas,2063,4
Texas,2065,1
Texas,2069,2
Texas,2076,1
Texas,2091,2
p74,2022,1
p74,2024,1
p74,2036,1
Delaware,2020,1
Delaware,2021,3
Delaware,2022,3
Delaware,2023,3
Delaware,2024,3
Delaware,2025,2
Delaware,2027,4
Delaware,2028,1
Delaware,2029,1
Delaware,2034,3
Delaware,2036,3
Delaware,2040,2
Delaware,2045,1
Delaware,2049,2
Delaware,2054,2
Delaware,2055,2
Delaware,2056,1
Delaware,2058,1
Delaware,2059,1
Delaware,2062,2
Delaware,2065,1
Delaware,2067,2
Delaware,2074,1
Delaware,2076,1
p14,2020,1
p14,2022,1
p14,2023,4
p14,2025,4
p14,2029,4
p14,2030,8
p14,2036,3
p14,2038,2
p14,2044,2
p14,2050,1
p14,2051,1
p14,2062,1
p14,2063,2
p14,2065,1
p14,2069,3
p14,2070,7
p13,2022,1
p13,2025,3
p13,2027,2
p13,2028,3
p13,2029,2
p13,2030,6
p13,2047,3
p13,2051,2
p13,2053,3
p13,2069,2
p13,2070,6
p13,2093,1
Virginia,2020,2
Virginia,2021,2
Virginia,2022,6
Virginia,2023,3
