region,Year,number_of_days
New Mexico,2087,43
New Mexico,2088,42
New Mexico,2089,42
New Mexico,2090,37
New Mexico,2091,69
New Mexico,2092,46
New Mexico,2093,44
New Mexico,2094,30
New Mexico,2095,32
New Mexico,2096,43
New Mexico,2097,26
New Mexico,2098,56
New Mexico,2099,51
p71,2020,13
p71,2023,3
p71,2024,3
p71,2027,6
p71,2028,13
p71,2029,1
p71,2030,4
p71,2031,1
p71,2036,3
p71,2037,4
p71,2038,2
p71,2039,1
p71,2040,13
p71,2041,2
p71,2043,12
p71,2045,6
p71,2046,12
p71,2047,5
p71,2048,1
p71,2050,3
p71,2051,16
p71,2052,24
p71,2053,2
p71,2054,2
p71,2057,3
p71,2060,36
p71,2062,6
p71,2063,20
p71,2064,7
p71,2065,5
p71,2066,6
p71,2067,22
p71,2068,32
p71,2069,3
p71,2070,11
p71,2071,23
p71,2072,3
p71,2073,4
p71,2074,10
p71,2075,5
p71,2076,9
p71,2077,15
p71,2078,20
p71,2079,16
p71,2080,32
p71,2081,13
p71,2082,16
p71,2083,18
p71,2084,3
p71,2085,20
p71,2086,19
p71,2087,17
p71,2088,5
p71,2089,2
p71,2090,8
p71,2091,25
p71,2092,30
p71,2093,7
p71,2094,5
p71,2097,6
p71,2098,4
p71,2099,3
South Dakota,2020,21
South Dakota,2021,10
South Dakota,2022,2
South Dakota,2023,17
South Dakota,2024,4
South Dakota,2025,3
South Dakota,2027,18
South Dakota,2028,36
South Dakota,2029,21
South Dakota,2030,15
South Dakota,2031,12
South Dakota,2034,9
South Dakota,2035,9
South Dakota,2036,7
South Dakota,2037,4
South Dakota,2038,14
South Dakota,2039,9
South Dakota,2040,31
South Dakota,2041,23
South Dakota,2042,33
South Dakota,2043,24
South Dakota,2044,4
South Dakota,2045,25
South Dakota,2046,24
South Dakota,2047,11
South Dakota,2048,2
South Dakota,2049,2
South Dakota,2050,6
South Dakota,2051,12
South Dakota,2052,37
South Dakota,2053,14
South Dakota,2054,3
South Dakota,2055,2
South Dakota,2056,6
South Dakota,2057,5
South Dakota,2060,42
South Dakota,2061,36
South Dakota,2062,10
South Dakota,2063,43
South Dakota,2064,12
South Dakota,2065,12
South Dakota,2066,13
South Dakota,2067,38
South Dakota,2068,53
South Dakota,2069,45
South Dakota,2070,39
South Dakota,2071,28
South Dakota,2072,4
South Dakota,2073,1
South Dakota,2074,33
South Dakota,2075,34
South Dakota,2076,35
South Dakota,2077,26
South Dakota,2078,34
South Dakota,2079,27
South Dakota,2080,60
South Dakota,2081,41
South Dakota,2082,61
South Dakota,2083,43
South Dakota,2084,24
South Dakota,2085,39
South Dakota,2086,41
South Dakota,2087,30
South Dakota,2088,12
South Dakota,2089,3
South Dakota,2090,20
South Dakota,2091,22
South Dakota,2092,48
South Dakota,2093,21
South Dakota,2094,6
South Dakota,2095,18
South Dakota,2096,19
South Dakota,2097,19
South Dakota,2098,3
South Dakota,2099,2
usa,2020,34
usa,2021,14
usa,2022,5
usa,2023,29
usa,2024,12
usa,2025,8
usa,2026,16
usa,2027,29
usa,2028,47
usa,2029,12
usa,2030,22
usa,2031,18
usa,2032,4
usa,2033,22
usa,2034,6
usa,2035,32
usa,2036,12
usa,2037,15
usa,2038,35
usa,2039,24
usa,2040,16
usa,2041,17
usa,2042,38
usa,2043,21
usa,2044,4
usa,2045,29
usa,2046,35
usa,2047,26
usa,2048,22
usa,2049,10
usa,2050,47
usa,2051,52
usa,2052,48
usa,2053,15
usa,2054,10
usa,2055,20
usa,2056,29
usa,2057,19
usa,2058,34
usa,2059,25
usa,2060,78
usa,2061,71
usa,2062,50
usa,2063,69
usa,2064,56
usa,2065,64
usa,2066,59
usa,2067,64
usa,2068,75
usa,2069,49
usa,2070,76
usa,2071,70
usa,2072,40
usa,2073,67
usa,2074,70
usa,2075,66
usa,2076,68
usa,2077,64
usa,2078,88
usa,2079,71
usa,2080,77
usa,2081,70
usa,2082,81
usa,2083,63
usa,2084,38
usa,2085,84
usa,2086,66
usa,2087,69
usa,2088,62
usa,2089,51
usa,2090,73
usa,2091,76
usa,2092,74
usa,2093,54
usa,2094,48
usa,2095,55
usa,2096,68
usa,2097,45
usa,2098,66
usa,2099,66
p113,2020,9
p113,2023,20
p113,2024,6
p113,2025,3
p113,2026,6
p113,2027,9
p113,2028,39
p113,2029,1
p113,2030,4
p113,2031,26
p113,2032,3
p113,2033,9
p113,2034,2
p113,2035,9
p113,2036,1
p113,2037,2
p113,2038,15
p113,2039,24
p113,2040,1
p113,2041,11
p113,2042,15
p113,2043,2
p113,2045,20
p113,2046,10
p113,2047,21
p113,2048,2
p113,2049,1
p113,2050,24
p113,2051,19
p113,2052,39
p113,2053,6
p113,2054,4
p113,2055,1
p113,2056,5
p113,2057,7
p113,2058,6
p113,2059,4
p113,2060,48
p113,2061,14
p113,2062,30
p113,2063,51
p113,2064,19
p113,2065,16
p113,2066,34
p113,2067,52
p113,2068,61
p113,2069,18
p113,2070,18
p113,2071,59
p113,2072,15
p113,2073,36
p113,2074,18
p113,2075,34
p113,2076,12
p113,2077,11
p113,2078,42
p113,2079,56
p113,2080,22
p113,2081,54
p113,2082,44
p113,2083,12
p113,2084,8
p113,2085,52
p113,2086,28
p113,2087,40
p113,2088,11
p113,2089,8
p113,2090,52
p113,2091,44
p113,2092,58
p113,2093,10
p113,2094,16
p113,2095,12
p113,2096,20
p113,2097,22
p113,2098,25
p113,2099,19
Connecticut,2020,17
Connecticut,2021,7
Connecticut,2022,2
Connecticut,2023,15
Connecticut,2024,5
Connecticut,2025,4
Connecticut,2026,2
Connecticut,2027,11
Connecticut,2028,25
Connecticut,2029,6
Connecticut,2030,3
Connecticut,2031,13
Connecticut,2033,14
Connecticut,2034,5
Connecticut,2035,14
Connecticut,2036,1
Connecticut,2037,9
Connecticut,2038,4
Connecticut,2039,16
Connecticut,2040,1
Connecticut,2041,8
Connecticut,2042,21
Connecticut,2043,7
Connecticut,2045,12
Connecticut,2046,6
Connecticut,2047,8
Connecticut,2048,5
Connecticut,2049,2
Connecticut,2050,13
Connecticut,2051,7
Connecticut,2052,10
Connecticut,2053,11
Connecticut,2054,1
Connecticut,2055,3
Connecticut,2056,12
Connecticut,2057,5
Connecticut,2058,8
Connecticut,2059,4
Connecticut,2060,41
Connecticut,2061,26
Connecticut,2062,10
Connecticut,2063,34
Connecticut,2064,18
Connecticut,2065,9
Connecticut,2066,9
Connecticut,2067,27
Connecticut,2068,35
Connecticut,2069,17
Connecticut,2070,15
Connecticut,2071,37
Connecticut,2072,5
Connecticut,2073,28
Connecticut,2074,16
Connecticut,2075,25
Connecticut,2076,6
Connecticut,2077,21
Connecticut,2078,17
Connecticut,2079,35
Connecticut,2080,6
Connecticut,2081,15
Connecticut,2082,32
Connecticut,2083,11
Connecticut,2084,4
Connecticut,2085,26
Connecticut,2086,13
Connecticut,2087,13
Connecticut,2088,9
Connecticut,2089,5
Connecticut,2090,26
Connecticut,2091,19
Connecticut,2092,22
Connecticut,2093,15
Connecticut,2094,6
Connecticut,2095,14
Connecticut,2096,19
Connecticut,2097,7
Connecticut,2098,23
Connecticut,2099,15
p52,2020,1
p52,2021,2
p52,2025,3
p52,2028,1
p52,2030,8
p52,2031,1
p52,2034,7
p52,2035,1
p52,2037,4
p52,2038,9
p52,2040,10
p52,2041,8
p52,2042,3
p52,2043,10
p52,2044,1
p52,2045,8
p52,2046,6
p52,2047,4
p52,2048,6
p52,2050,2
p52,2051,19
p52,2052,18
p52,2053,9
p52,2054,2
p52,2056,1
p52,2058,4
p52,2060,22
p52,2061,4
p52,2063,5
p52,2064,2
p52,2065,12
p52,2066,5
p52,2067,3
p52,2068,7
p52,2069,4
p52,2070,23
p52,2071,5
p52,2072,2
p52,2073,4
p52,2074,28
p52,2075,17
p52,2076,13
p52,2077,18
p52,2078,26
p52,2079,14
p52,2080,37
p52,2081,21
p52,2082,25
p52,2083,27
p52,2084,8
p52,2085,16
p52,2086,17
p52,2087,11
p52,2088,12
p52,2089,12
p52,2090,13
p52,2091,41
p52,2092,27
p52,2093,21
p52,2094,10
p52,2095,1
p52,2096,5
p52,2097,2
p52,2098,11
p52,2099,6
p82,2020,2
p82,2023,8
p82,2024,3
p82,2025,1
p82,2027,8
p82,2028,20
p82,2030,2
p82,2031,3
p82,2037,6
p82,2038,4
p82,2039,3
p82,2040,12
p82,2041,3
p82,2043,9
p82,2044,1
p82,2045,7
p82,2046,7
p82,2047,2
p82,2048,1
p82,2050,2
p82,2051,12
p82,2052,28
p82,2053,4
p82,2054,5
p82,2057,3
p82,2058,2
p82,2060,39
p82,2061,1
p82,2062,8
p82,2063,24
p82,2064,11
p82,2065,4
p82,2066,7
p82,2067,29
p82,2068,46
p82,2069,6
p82,2070,7
p82,2071,24
p82,2072,4
p82,2073,8
p82,2074,10
p82,2075,12
p82,2076,10
p82,2077,13
p82,2078,15
p82,2079,14
p82,2080,26
p82,2081,28
p82,2082,17
p82,2083,21
p82,2084,4
p82,2085,22
p82,2086,20
p82,2087,16
p82,2088,7
p82,2089,1
p82,2090,11
p82,2091,18
p82,2092,36
p82,2093,9
p82,2094,5
p82,2097,8
p82,2098,6
p82,2099,1
p49,2020,8
p49,2021,7
p49,2025,1
p49,2026,2
p49,2029,1
p49,2030,9
p49,2032,3
p49,2033,1
p49,2034,12
p49,2035,4
p49,2036,7
p49,2037,3
p49,2038,10
p49,2039,3
p49,2040,14
p49,2041,7
p49,2042,3
p49,2043,14
p49,2045,2
p49,2046,7
p49,2047,2
p49,2048,5
p49,2049,10
p49,2050,9
p49,2051,35
p49,2052,12
p49,2053,13
p49,2054,3
p49,2055,1
p49,2056,6
p49,2057,2
p49,2058,9
p49,2059,1
p49,2060,31
p49,2061,12
p49,2062,1
p49,2063,10
p49,2064,3
p49,2065,10
p49,2066,6
p49,2067,6
p49,2068,3
p49,2069,3
p49,2070,25
p49,2071,4
p49,2072,4
p49,2073,9
p49,2074,35
p49,2075,22
p49,2076,27
p49,2077,13
p49,2078,28
p49,2079,16
p49,2080,36
p49,2081,29
p49,2082,22
p49,2083,32
p49,2084,11
p49,2085,15
p49,2086,21
p49,2087,15
p49,2088,10
p49,2089,24
p49,2090,22
p49,2091,64
p49,2092,25
p49,2093,20
p49,2094,9
p49,2095,5
p49,2096,16
p49,2097,3
p49,2098,21
p49,2099,13
p37,2020,18
p37,2021,16
p37,2022,13
p37,2023,34
p37,2024,16
p37,2025,1
p37,2026,4
p37,2027,20
p37,2028,56
p37,2029,37
p37,2030,15
p37,2031,16
p37,2032,3
p37,2033,1
p37,2034,3
p37,2035,7
p37,2036,12
p37,2037,2
p37,2038,13
p37,2039,11
p37,2040,11
p37,2041,25
p37,2042,32
p37,2043,21
p37,2044,3
p37,2045,17
p37,2046,21
p37,2047,18
p37,2048,5
p37,2049,1
p37,2050,5
p37,2051,3
p37,2052,23
p37,2053,11
p37,2054,1
p37,2055,10
p37,2056,7
p37,2057,5
p37,2058,15
p37,2060,36
p37,2061,32
p37,2062,28
p37,2063,47
p37,2064,30
p37,2065,6
p37,2066,13
p37,2067,46
p37,2068,74
p37,2069,55
p37,2070,43
p37,2071,28
p37,2072,10
p37,2073,4
p37,2074,14
p37,2075,35
p37,2076,38
p37,2077,26
p37,2078,46
p37,2079,24
p37,2080,40
p37,2081,38
p37,2082,57
p37,2083,36
p37,2084,8
p37,2085,34
p37,2086,39
p37,2087,32
p37,2088,17
p37,2089,4
p37,2090,16
p37,2091,9
p37,2092,41
p37,2093,20
p37,2094,5
p37,2095,24
p37,2096,23
p37,2097,22
p37,2098,32
p37,2099,4
p127,2020,9
p127,2021,6
p127,2022,1
p127,2023,12
p127,2024,4
p127,2025,1
p127,2026,2
p127,2027,12
p127,2028,22
p127,2029,4
p127,2030,1
p127,2031,15
p127,2032,1
p127,2033,13
p127,2034,1
p127,2035,9
p127,2037,6
p127,2038,3
p127,2039,16
p127,2041,5
p127,2042,17
p127,2043,3
p127,2045,11
p127,2046,8
p127,2047,6
p127,2048,5
p127,2049,2
p127,2050,14
p127,2051,9
p127,2052,11
p127,2053,8
p127,2055,2
p127,2056,11
p127,2057,4
p127,2058,10
p127,2059,5
p127,2060,41
p127,2061,23
p127,2062,8
p127,2063,43
p127,2064,20
p127,2065,12
p127,2066,12
p127,2067,29
p127,2068,39
p127,2069,16
p127,2070,15
p127,2071,40
p127,2072,7
p127,2073,32
p127,2074,15
p127,2075,37
p127,2076,8
p127,2077,24
p127,2078,18
p127,2079,36
p127,2080,8
p127,2081,20
p127,2082,37
p127,2083,14
p127,2084,4
p127,2085,28
p127,2086,18
p127,2087,23
p127,2088,15
p127,2089,7
p127,2090,39
p127,2091,29
p127,2092,38
p127,2093,18
p127,2094,6
p127,2095,15
p127,2096,28
p127,2097,16
p127,2098,26
p127,2099,29
p99,2020,5
p99,2021,4
p99,2023,6
p99,2024,1
p99,2025,2
p99,2026,8
p99,2027,10
p99,2028,14
p99,2029,1
p99,2030,1
p99,2031,6
p99,2032,2
p99,2033,9
p99,2035,3
p99,2036,1
p99,2037,3
p99,2038,4
p99,2039,17
p99,2040,1
p99,2041,3
p99,2042,19
p99,2045,1
p99,2046,3
p99,2047,6
p99,2048,4
p99,2049,1
p99,2050,15
p99,2051,8
p99,2052,11
p99,2055,1
p99,2056,3
p99,2057,2
p99,2059,3
p99,2060,39
p99,2061,20
p99,2062,2
p99,2063,22
p99,2064,8
p99,2065,11
p99,2066,21
p99,2067,25
p99,2068,31
p99,2069,6
p99,2070,10
p99,2071,21
p99,2072,6
p99,2073,27
p99,2074,4
p99,2075,30
p99,2076,3
p99,2077,9
p99,2078,16
p99,2079,35
p99,2080,6
p99,2081,6
p99,2082,35
p99,2083,1
p99,2084,1
p99,2085,8
p99,2086,11
p99,2087,24
p99,2088,11
p99,2089,3
p99,2090,32
p99,2091,20
p99,2092,20
p99,2093,3
p99,2094,6
p99,2095,5
p99,2096,13
p99,2097,9
p99,2098,5
p99,2099,16
Tennessee,2020,4
Tennessee,2026,1
Tennessee,2028,8
Tennessee,2030,6
Tennessee,2033,4
Tennessee,2039,2
Tennessee,2040,10
Tennessee,2046,9
Tennessee,2047,22
Tennessee,2048,4
Tennessee,2050,12
Tennessee,2051,18
Tennessee,2052,10
Tennessee,2060,48
Tennessee,2061,15
Tennessee,2062,5
Tennessee,2063,12
Tennessee,2064,1
Tennessee,2065,12
Tennessee,2066,30
Tennessee,2067,12
Tennessee,2068,37
Tennessee,2070,24
Tennessee,2073,29
Tennessee,2075,20
Tennessee,2076,4
Tennessee,2077,1
Tennessee,2078,17
Tennessee,2079,21
Tennessee,2080,25
Tennessee,2081,7
Tennessee,2082,20
Tennessee,2083,3
Tennessee,2084,1
Tennessee,2085,6
Tennessee,2086,32
Tennessee,2087,38
Tennessee,2088,19
Tennessee,2089,1
Tennessee,2090,39
Tennessee,2091,44
Tennessee,2092,15
Tennessee,2095,5
Tennessee,2096,7
Tennessee,2097,7
Tennessee,2099,2
Delaware,2020,10
Delaware,2021,1
Delaware,2023,7
Delaware,2025,5
Delaware,2026,2
Delaware,2027,7
Delaware,2028,12
Delaware,2031,16
Delaware,2032,2
Delaware,2033,13
Delaware,2034,1
Delaware,2035,5
Delaware,2037,4
Delaware,2038,2
Delaware,2039,10
Delaware,2041,4
Delaware,2042,17
Delaware,2045,1
Delaware,2046,4
Delaware,2047,3
Delaware,2048,2
Delaware,2050,12
Delaware,2051,6
Delaware,2052,9
Delaware,2053,2
Delaware,2056,3
Delaware,2057,1
Delaware,2059,5
Delaware,2060,24
Delaware,2061,14
Delaware,2063,20
Delaware,2064,7
Delaware,2065,10
Delaware,2066,11
Delaware,2067,28
Delaware,2068,28
Delaware,2069,3
Delaware,2070,7
Delaware,2071,25
Delaware,2072,6
Delaware,2073,28
Delaware,2074,6
Delaware,2075,32
Delaware,2076,2
Delaware,2077,10
Delaware,2078,12
Delaware,2079,22
Delaware,2080,1
Delaware,2081,6
Delaware,2082,36
Delaware,2085,11
Delaware,2086,7
Delaware,2087,15
Delaware,2088,6
Delaware,2089,4
Delaware,2090,24
Delaware,2091,19
Delaware,2092,17
Delaware,2093,5
Delaware,2094,5
Delaware,2095,4
Delaware,2096,15
Delaware,2097,3
Delaware,2098,7
Delaware,2099,15
p108,2020,25
p108,2023,8
p108,2024,2
p108,2026,4
p108,2027,6
p108,2028,31
p108,2030,12
p108,2033,10
p108,2035,6
p108,2038,8
p108,2039,21
p108,2040,17
p108,2041,12
p108,2042,7
p108,2043,3
p108,2044,1
p108,2045,2
p108,2046,17
p108,2047,23
p108,2048,4
p108,2050,14
p108,2051,19
p108,2052,28
p108,2053,3
p108,2054,5
p108,2058,9
p108,2059,1
p108,2060,69
p108,2061,20
p108,2062,25
p108,2063,29
p108,2064,12
p108,2065,23
p108,2066,56
p108,2067,48
p108,2068,55
p108,2069,10
p108,2070,41
p108,2071,14
p108,2072,7
p108,2073,39
p108,2074,2
p108,2075,34
p108,2076,18
p108,2077,5
p108,2078,46
p108,2079,50
p108,2080,48
p108,2081,44
p108,2082,39
p108,2083,10
p108,2084,10
p108,2085,25
p108,2086,42
p108,2087,43
p108,2088,23
p108,2089,2
p108,2090,49
p108,2091,37
p108,2092,42
p108,2093,7
p108,2094,12
p108,2095,2
p108,2096,14
p108,2097,2
p108,2098,26
p108,2099,7
p66,2020,8
p66,2024,2
p66,2025,4
p66,2026,7
p66,2028,3
p66,2030,9
p66,2033,1
p66,2035,6
p66,2036,2
p66,2037,2
p66,2038,24
p66,2039,12
p66,2040,27
p66,2041,1
p66,2043,2
p66,2045,3
p66,2046,4
p66,2047,3
p66,2048,5
p66,2049,10
p66,2050,17
p66,2051,32
p66,2052,6
p66,2053,8
p66,2054,1
p66,2055,4
p66,2056,1
p66,2058,6
p66,2059,2
p66,2060,34
p66,2061,6
p66,2062,24
p66,2063,1
p66,2064,13
p66,2065,20
p66,2066,18
p66,2067,6
p66,2068,17
p66,2069,1
p66,2070,36
p66,2071,6
p66,2072,10
p66,2073,19
p66,2074,5
p66,2075,26
p66,2076,18
p66,2077,20
p66,2078,58
p66,2079,34
p66,2080,48
p66,2081,10
p66,2082,6
p66,2083,11
p66,2084,4
p66,2085,29
p66,2086,12
p66,2087,3
p66,2088,15
p66,2089,29
p66,2090,35
p66,2091,56
p66,2092,14
p66,2093,24
p66,2094,3
p66,2095,8
p66,2096,6
p66,2098,14
p66,2099,10
p18,2020,2
p18,2021,2
p18,2023,5
p18,2024,3
p18,2025,12
p18,2026,3
p18,2027,2
p18,2028,21
p18,2029,7
p18,2030,11
p18,2031,10
p18,2032,3
p18,2033,1
p18,2034,8
p18,2035,1
p18,2036,7
p18,2037,2
p18,2038,7
p18,2039,5
p18,2040,19
p18,2041,12
p18,2042,8
p18,2043,32
p18,2044,3
p18,2045,12
p18,2046,13
p18,2047,21
p18,2048,7
p18,2049,1
p18,2050,2
p18,2051,5
p18,2052,14
p18,2053,4
p18,2055,6
p18,2056,3
p18,2057,12
p18,2058,5
p18,2059,1
p18,2060,8
p18,2061,19
p18,2062,14
p18,2063,21
p18,2064,20
p18,2065,26
p18,2066,13
p18,2067,13
p18,2068,50
p18,2069,22
p18,2070,23
p18,2071,30
p18,2072,13
p18,2073,4
p18,2074,29
p18,2075,14
p18,2076,25
p18,2077,14
p18,2078,32
p18,2079,23
p18,2080,35
p18,2081,33
p18,2082,20
p18,2083,46
p18,2084,10
p18,2085,26
p18,2086,24
p18,2087,36
p18,2088,19
p18,2089,9
p18,2090,9
p18,2091,17
p18,2092,34
p18,2093,20
p18,2094,4
p18,2095,19
p18,2096,10
p18,2097,31
p18,2098,10
p18,2099,9
p104,2020,13
p104,2021,1
p104,2022,7
p104,2023,19
p104,2024,7
p104,2025,6
p104,2026,3
p104,2027,23
p104,2028,40
p104,2029,6
p104,2030,6
p104,2031,22
p104,2032,4
p104,2033,5
p104,2034,9
p104,2035,10
p104,2036,6
p104,2037,8
p104,2038,8
p104,2039,13
p104,2040,6
p104,2041,11
p104,2042,17
p104,2043,1
p104,2044,1
p104,2045,22
p104,2046,11
p104,2047,12
p104,2048,4
p104,2049,3
p104,2050,17
p104,2051,13
p104,2052,37
p104,2053,7
p104,2054,3
p104,2055,1
p104,2056,11
p104,2057,7
p104,2058,12
p104,2059,6
p104,2060,36
p104,2061,7
p104,2062,19
p104,2063,48
p104,2064,30
p104,2065,29
p104,2066,19
p104,2067,47
p104,2068,55
p104,2069,20
p104,2070,21
p104,2071,47
p104,2072,12
p104,2073,21
p104,2074,22
p104,2075,40
p104,2076,21
p104,2077,25
p104,2078,35
p104,2079,36
p104,2080,21
p104,2081,37
p104,2082,44
p104,2083,23
p104,2084,17
p104,2085,50
p104,2086,19
p104,2087,36
p104,2088,15
p104,2089,10
p104,2090,45
p104,2091,27
p104,2092,50
p104,2093,21
p104,2094,7
p104,2095,11
p104,2096,22
p104,2097,14
p104,2098,18
p104,2099,6
West Virginia,2020,12
West Virginia,2021,2
West Virginia,2023,7
West Virginia,2025,2
West Virginia,2026,6
West Virginia,2027,14
West Virginia,2028,30
West Virginia,2029,2
West Virginia,2030,4
West Virginia,2031,9
West Virginia,2033,19
West Virginia,2035,12
West Virginia,2037,2
West Virginia,2038,6
West Virginia,2039,23
West Virginia,2040,1
West Virginia,2041,6
West Virginia,2042,20
West Virginia,2045,7
West Virginia,2046,17
West Virginia,2047,16
West Virginia,2048,5
West Virginia,2050,26
West Virginia,2051,21
West Virginia,2052,22
West Virginia,2053,2
West Virginia,2054,1
West Virginia,2055,1
West Virginia,2056,6
West Virginia,2057,4
West Virginia,2058,7
West Virginia,2059,7
West Virginia,2060,43
West Virginia,2061,20
West Virginia,2062,9
West Virginia,2063,41
West Virginia,2064,14
West Virginia,2065,18
West Virginia,2066,31
West Virginia,2067,35
West Virginia,2068,51
West Virginia,2069,15
West Virginia,2070,19
West Virginia,2071,38
West Virginia,2072,9
West Virginia,2073,40
West Virginia,2074,14
West Virginia,2075,27
West Virginia,2076,12
West Virginia,2077,14
West Virginia,2078,29
West Virginia,2079,50
West Virginia,2080,19
West Virginia,2081,39
West Virginia,2082,43
West Virginia,2083,10
West Virginia,2084,3
West Virginia,2085,24
West Virginia,2086,31
West Virginia,2087,40
West Virginia,2088,18
West Virginia,2089,5
West Virginia,2090,52
West Virginia,2091,42
West Virginia,2092,45
West Virginia,2093,7
West Virginia,2094,14
West Virginia,2095,8
West Virginia,2096,16
West Virginia,2097,15
West Virginia,2098,20
West Virginia,2099,28
p14,2020,4
p14,2021,16
p14,2022,9
p14,2023,6
p14,2024,7
p14,2025,18
p14,2026,22
p14,2027,15
p14,2028,22
p14,2029,17
p14,2030,19
p14,2031,12
p14,2032,22
p14,2033,2
p14,2034,25
p14,2035,2
p14,2036,19
p14,2037,10
p14,2038,27
p14,2039,12
p14,2040,13
p14,2041,22
p14,2042,14
p14,2043,31
p14,2044,17
p14,2045,18
p14,2046,21
p14,2047,23
p14,2048,15
p14,2049,18
p14,2050,10
p14,2051,8
p14,2052,16
p14,2053,19
p14,2054,21
p14,2055,25
p14,2056,9
p14,2057,26
p14,2058,19
p14,2059,8
p14,2060,9
p14,2061,28
p14,2062,20
p14,2063,24
p14,2064,31
p14,2065,34
p14,2066,40
p14,2067,35
p14,2068,45
p14,2069,28
p14,2070,42
p14,2071,29
p14,2072,38
p14,2073,10
p14,2074,45
p14,2075,16
p14,2076,35
p14,2077,22
p14,2078,44
p14,2079,28
p14,2080,25
p14,2081,40
p14,2082,23
p14,2083,52
p14,2084,29
p14,2085,29
p14,2086,38
p14,2087,33
p14,2088,23
p14,2089,33
p14,2090,19
p14,2091,20
p14,2092,22
p14,2093,46
p14,2094,32
p14,2095,41
p14,2096,25
p14,2097,41
p14,2098,30
p14,2099,21
p45,2020,16
p45,2021,5
p45,2023,11
p45,2024,3
p45,2025,6
p45,2027,12
p45,2028,39
p45,2029,14
p45,2030,12
